Timestep,a_0,a_1,b
6,-50.40810401278844,-50.76037467493864,5.9590833474553795e10
6,-50.12474180065748,-50.760373618941514,5.9589939097451706e10
6,-40.00469407611373,-50.76042377865773,5.955382185831976e10
6,-49.56586681497348,-50.79665134619239,5.958832015879906e10
6,-54.10342039725532,-52.350427954343196,5.962337227252582e10
6,-40.361004315570845,-51.92253165294464,5.9570561266649925e10
6,-50.03103042749217,-51.44766063224474,5.960011458483844e10
6,-52.46245810873985,-52.462646427921676,5.973359894877162e10
6,-40.63754814567835,-52.46264642792198,5.969135142211604e10
6,-44.03678998173402,-52.462616505214406,5.970356324048024e10
6,-50.5380649376665,-51.3573970081006,5.975442864725748e10
6,-52.09237654580972,-51.3641035593979,5.975939130285322e10
6,-50.75679289119614,-51.35740019868481,5.975554286736766e10
6,-40.54649944334409,-51.357486677877006,5.971909956673697e10
6,-50.12333522181887,-51.36158034954346,5.975347411041079e10
6,-50.5545781151529,-51.37314798761059,5.97555982042762e10
6,-50.5545781151529,-51.37314798761059,5.9755598204276184e10
6,-51.64219748756361,-51.65306168481208,5.976009232432296e10
6,-51.00124667473884,-51.44388703863136,5.9757622047978165e10
6,-50.62780620324289,-51.44916599067463,5.975657754448982e10
6,-50.750634003514826,-51.31453524894788,5.9758036594347694e10
6,-40.54125353891654,-51.326540026179714,5.972128047505582e10
6,-39.54136856194682,-51.374154345820315,5.9718364881103615e10
6,-50.60275763570479,-51.41601003708265,5.9759009086279526e10
6,-51.6421782846121,-51.49141222562975,5.976323823224542e10
6,-51.01192746566804,-51.4049309774149,5.9760581218482666e10
6,-40.556489782010956,-51.40493208412823,5.972329311913323e10
6,-50.56515437920051,-51.405374690375744,5.975909196774681e10
6,-50.628189945686884,-51.40741356716445,5.975947369768674e10
6,-40.556489782010956,-51.4073685364797,5.972348874852327e10
6,-42.935119046056016,-52.46192520988409,5.97492612150175e10
6,-51.99678734943835,-52.461334021941504,5.978084985225444e10
6,-40.864742607211014,-52.461897125719624,5.9741834435535835e10
6,-50.561632185513965,-52.46059229312232,5.977660925984793e10
6,-50.59693487932131,-52.45901970014817,5.977660175375353e10
6,-50.56501887427162,-52.45960355759752,5.977661341182324e10
6,0.0,-52.41859240150935,5.9594300329082375e10
6,0.0,-52.38169577492288,5.9594968360644684e10
7,-150.0,-150.0,2.319975846743116e10
7,0.0,0.0,4.0533530962284035e10
7,-61.268422222597174,-53.24480375949405,5.016115304498331e10
7,0.0,-52.161574933291966,4.8922265054733765e10
7,-52.483010929371574,-51.211342348144896,5.673899164867826e10
7,0.0,-52.48301092937159,5.7146512691957886e10
7,-55.4855849033448,-52.48301092937159,5.708622818666632e10
7,-52.47836732186554,-52.084182573016264,5.785147936375746e10
7,-36.92754586371667,-52.084182573018836,5.779564194708006e10
7,-35.33477644776416,-52.48301092937159,5.826343161504227e10
7,-51.62473748488569,-52.48301092937159,5.821156969243378e10
7,-73.25013518201067,-52.48301092937159,5.838571849650734e10
7,-52.230336331844164,-52.483010758194226,5.831972510422002e10
7,0.0,-52.47880636225928,5.818504774870937e10
7,-52.426550601194705,-52.48301092937159,5.850873107660425e10
7,-52.426550601194705,-52.48301092937159,5.850873107660431e10
7,-18.064881572277983,-50.76109719730523,5.841397305674401e10
7,-52.48301092937159,-52.464278957957006,5.881992097435727e10
7,-35.611418656078214,-52.46427895795697,5.8759752358131195e10
7,-49.390057815942164,-52.36567687288551,5.880935735310531e10
7,-50.14214141086716,-50.76037467500068,5.880515278841736e10
7,-49.89695127925892,-50.760369495097514,5.880424974348255e10
7,-50.40810401278844,-50.76037467493864,5.880611452545288e10
7,-50.14423270701021,-50.760373618941514,5.8805260032394485e10
7,-35.619980246224046,-50.7624409181385,5.875309634846725e10
7,-49.430914773498216,-50.80511614921762,5.8803031392555595e10
7,-54.10342039725532,-52.350427954343196,5.8834998744543526e10
7,-36.19626981553444,-51.972623249384625,5.876895526834736e10
7,-49.68058563638666,-51.369974038387376,5.881126826771029e10
7,-52.48301092937159,-52.462646427921676,5.8941558459065094e10
7,-37.07860226581598,-52.46264642793294,5.8886176433000854e10
7,-49.68965140696864,-52.462454513728254,5.893156407423139e10
7,-50.55130218463945,-51.3573970081006,5.896544852317931e10
7,-52.09237654580967,-51.36410355939788,5.897061138031515e10
7,-50.75679289119611,-51.35740019868478,5.896655397359939e10
7,-36.298396049705744,-51.36318134440711,5.891473581399257e10
7,-48.624473553606656,-51.37147125179683,5.895958578603107e10
7,-50.55457811515288,-51.37314798761061,5.896650025962765e10
7,-51.97119840709716,-51.41351563338204,5.897080813182567e10
7,-51.64219748756359,-51.65306168481208,5.89707395499823e10
7,-51.00124667473884,-51.44388703863131,5.896849173852771e10
7,-50.627806203242876,-51.44916599067459,5.8967350105968666e10
7,-50.75063400351484,-51.31453524894786,5.8968539929247795e10
7,-36.386164050266764,-51.31453868547067,5.891688091152501e10
7,-48.55781823995612,-51.37415434582033,5.8962157988347664e10
7,-50.920795534826546,-51.422519616849655,5.897098828557737e10
